,Unnamed: 0,user_id,business_id,stars,postal_code
49,0,cE5GrXSmTBhrsKCA6zmddw,_LtsxQ-_32iA8VL5GtLd8Q,1,61820
50,23,NAJgBheNVQ6DudaLCBrJyw,D1vTUM0rBlcU39A9emQW8Q,4,61801
51,4,KDHZXfMBZEwDTIsXwACyew,DSiLqPi_2AoY6UsZRKez0g,4,61821
52,3,wtEKrK95qB6pbLj1KA49CQ,4OuEWZHLRISfdfoz_DOZIw,1,61820
53,1,egryTussM4gp1xxGj0NIyQ,FOSsY1OO0hTxro91Z0GOHQ,4,61801
54,25,cek_1lxcWUmOkVBtYMbQ-w,iZleRh4SOtf4GquA5L8WXw,3,61801
55,4,s2K00v855VB_TwXpY9IhAw,Ff5Prnw-k2tiDyujiIknsg,5,61820
56,1,xS76kb2i9-k4DfF7UwKtwA,cjdX2cwSmp47ia47V3YySg,2,61820
57,2,Nwyv59A0MbailHCnAUxvcg,wgImSrYc5LOcFaMcbOuxkg,5,61821
58,4,ZvOq4_jErHRaL7O7OflLvg,zWVAg3TITCA6Rnolas_ycw,1,61820
59,1,u-B1qCRbtZRhtbrGQteqXg,-865Ps6xb3h1LP67JcQ3mA,5,61801
60,0,ujhnmPPQrtwksR_gx3LR8g,erc6gt6BdeylBn-BUPXJCg,1,61822
61,13,0JxDCgC1q7VV2z3Bi-5xog,9HP13JaP9nmN3qX5v0jamw,2,61822
62,2,GBRCAkif0MbGheU89uLLiw,CJ0sbMmixbh21d9fUoBEMg,1,61801
63,13,i8fVibL4I-QIidwUr-1GXA,ZePevVVz912OfLNUeB8SGQ,5,61820
64,10,nZ90tZ0NTdyekDSnQscTiw,dIZcPB3CtNjMn4O_p8QFxw,3,61821
65,0,wzb5nL73Rn5K3o7-00eAuQ,C_Zj7H7bUJ5kGCwFmEwW6w,4,61820
66,12,D7vqQ2D1mmj_1EV1lNXsnQ,m6nLTIrEJHtHSYJjVavnzw,5,61820
67,1,bZjNPbH5iTFm7fkLmSLv2w,t_yiQnxUDdPPCN2z4QyezA,5,61820
68,10,eU7e8oqEEeUP1KnPfNpa9g,NZ3A0xYdnmIG68mZeZV6AA,5,61801
69,0,OfRPE4_yLWUvWzdlRBVCwQ,-7PuYohz9dR80iGfVR_kLA,3,61821
70,11,C_ZQrG6VyPTtCwUHSDJu7w,zswdqM8Av3KxVv9o7_6ORA,4,61820
71,8,O0BOnYXyP0zGzVqDqIk5TA,b2mVDUqALgBWgL3k7drlNg,5,61821
72,3,QC41qUt0nq_AhlZ5TjKlog,dNch89PUCbxvhieKmWi8LQ,3,61820
73,2,HYCbOwGVqsRO9E6ATr8k3w,nD4cF5IH8RE7LFGdR2FMUA,4,61801
74,1,F1-6wo7j7tpf6sZq4t3HZQ,pMiz7SP82Tknv1NbVqoSfg,5,61820
75,0,kM61fMszfJwCpZzyXEBd_w,xwdvkz6Mlu_KlXzBEblsew,1,61820
76,0,J0vll8Joaj5q6Yu3x7-oRw,rBj1vByP-GjXuNUR0Nj0qA,1,61801
77,5,z19p4BXdFH8HzlTvpV4iug,etLsW18rOOhxQc0sQ-BGFQ,4,61820
78,2,BsUtj_jdq0MBjfYjUacaVg,iXhNbqH2oh2MBpXGeqwEVA,1,61820
79,4,5I2ynpwqmApwCSoJsYlekw,SUktrYdNQD8k2vvkM4OpfA,3,61820
80,2,p8NSzs-5RMHmfC7PZi-DFg,u7jiuYiz-zVwsh0TGRHUIg,5,61820
81,0,QDywRsW_9_vkTi0lleO2iQ,miMx3VNOW8qPJC5wEGaIOw,5,61802
82,8,lsoi-r98r0CNLAyRTk3eHg,vCopginiBsz1STNhQPb8XA,5,61801
83,30,q--tunc_TsR-dJFer6dSNg,z50FVnW-Lcevj8z2KZQ_gw,4,61820
84,8,AVXLYkTkFBAW7efioNEAPQ,6Ujvqa50oe8fgT5iDEx42Q,5,61822
85,0,VBPm8m9BbJprTDEIpxDYPw,S3tKO3X1LP8vjuHSSR5KEg,3,61822
86,36,GxkY7BqazkQu6I9HBDpbqQ,SUktrYdNQD8k2vvkM4OpfA,3,61820
87,44,ymi0YEAIyZm9DN0H-OBb5A,NEVA0IYbawceL6kz5v5DAw,4,61820
88,2,RE0QaWx0AMeskpTvmhvpiw,Z7lIfcYVn1Ia5exVoSiNIw,5,61820
89,8,GxkY7BqazkQu6I9HBDpbqQ,nyI3q0CseFbPbTobHuzgkw,5,61821
90,1,Pnyw5aEQXuuHa57U7mQZzg,-LfTBo0oa_uD454ScEW2XA,4,61820
91,0,oqbchsyOTHEAfyzKQyYhFQ,l4x5FFzfiCFrGN0S-uZbBQ,5,61820
92,3,3L7nHnaeSHSdZXzV_vdvAQ,fY0Dpw5a3i1CMjMuT2SaDQ,4,61820
93,8,VVimjPD7f8O5D1fhy5vSpw,vqEtZ7CtNB9G8WMzjwJA2g,2,61820
94,13,mpHBEhkoTdfX1G96Wfhmtg,MqhxKfI7oMjUTMqH2gnhyg,1,61820
95,0,QTYBKaqiYdMBqlVvNrYdyQ,KfGaDOcxPwvD-nlYtjVIpQ,5,61802
96,2,LK1qpfJlphNUe2sgj8GTrQ,3frikpuC7Cw_C60TMtvVVg,4,61820
97,25,tIjyMvP5dBnsK9JWpq89WA,VVkO08qlcTCkCq6t5gLcpw,5,61820
98,3,VbdsUAyHGkNl4yXRF_zjxg,CrIWqmuO2uQWwl3z11K_BA,5,61820
99,24,ii1lLmpRH4LzPXuhU9Zw2Q,ejdBoVvEdn5fdycuJRen8Q,4,61802
100,13,qJfW5-Z890LfBV62xDqzUQ,VSkNNLEGTwVCjXTqQ4rCrg,2,61822
101,2,LmtvjfJpatGFfLrkQfx7zQ,5CSGxhesXkz2XNQB8AP6Kw,3,61820
102,1,-5hRD6Au5CXQqZGq1oPkEQ,qeJnMI5RmyJ2TZvkqvjn6Q,1,61820
103,19,JvisA3s2O6Dx2QfdkWq3Mw,rP-MueqMyZbiDbOEUELXtQ,5,61820
104,0,5I2ynpwqmApwCSoJsYlekw,hvPPw19VdGRsOEkxgyD7tg,4,61821
105,8,KZzdRSve51cpSb8G3RoVbg,o13eH93qmWVNFZogkjhd9w,3,61801
106,2,DIsCt7qo7Cde8xK4x7uTbA,6d82R41sVNDVS0I-c1Ghkg,4,61822
107,28,oHiYbfHmV7CcBNSNegkH5g,usqqunF6NTw_H0yPwaT5fQ,4,61802
108,31,ds-C9AXGATTmvsCEWCqmZg,L2c-qKZWumCmOCR-dqBLrg,4,61820
109,27,VxdBd4XPX8Y45PM9IlqIrg,-fiUXzkxRfbHY9TKWwuptw,4,61820
110,18,yqcWOC-5Jl-BJ8kSkKQB2A,Ih9my8hp4KqcyBXI9Cyevg,3,61820
111,12,0rd7QbLJAIImsVeL_o9o_w,ZyOgY-z9sHdHp8_FDoQAJg,4,61820
112,3,3ZDb9RY73u0FuO_O8sB7xA,QtZry_s3LGRhxpIpqezf0w,5,61820
113,3,U_xh_I4Gij56lJkUMUY4Wg,0FrYsoVHheQGoXEQsH2d2Q,5,61820
114,10,Yw_3b4FvSCWQD8Ta5fL5Uw,LW21U6m6axC2lCLYc0fFSA,4,61820
115,48,mpHBEhkoTdfX1G96Wfhmtg,eY8afQl17K4N2bf3z6nkCQ,2,61822
116,6,0_FEaXlTnF8mVqa2SFTnig,t_yiQnxUDdPPCN2z4QyezA,5,61820
117,0,3eWV17MfS7V8wvnFaKeF3A,qaS11gk1kIlrzCX1LYiZsw,1,61822
118,1,IxiVty8zfZC093jiaFaG3A,o13eH93qmWVNFZogkjhd9w,4,61801
119,2,NVYsLQLS6nQVHui82zb4uQ,CmCqXvO1weWgwaZMjMa55w,3,61821
120,6,iwY1H9cubrOcNEIZ_mD7Wg,dIZcPB3CtNjMn4O_p8QFxw,4,61821
121,1,HkP9YBRUZl31Qp8NYSc8Kw,QLgFt4lCcv4G-FOQQcjNnQ,4,61801
122,10,69L38C7EgRSp1FQv0VeZFw,6mYtRm6smtgt29hLxt1vDA,5,61820
123,0,a-g_62LjsFF6VOwplqZtIg,wgImSrYc5LOcFaMcbOuxkg,1,61821
124,4,ZdYHJ-hctaaDeH1CpP7-EA,-fiUXzkxRfbHY9TKWwuptw,5,61820
125,5,Lj49KE_oFs3P7rHsskHbBw,qIDNz-IzZCLat0Mwpqch7w,5,61802
126,31,tvn8fCy1FdEOztS-MjCbCQ,EVkytEhlC1nswqmgrHdviw,1,61820
127,0,vvwmyuJ6R2cAs4oD1AUNJA,JENZ-Yjl6D5ZPqV5fPSO3g,5,61821
128,1,fXzc16txUbm_XxjFsOZG8w,uGxZdLLgMQDvFSqiXyCg_w,2,61820
129,1,NgiDoEL2OXsSRs8ffpi2Zw,jn1OYfeYHjX2xjMReD7XXQ,3,61821
130,0,fYkX1Inodl5PDHFIizEfrw,H72xXZeGbu_LsITA1DaDZg,5,61820
131,3,HmdW7kFTT9AcM8UGwmRIKw,TEXUVhF-G_v2Sxwqti8HQA,3,61820
132,0,_D_q_kRpuh9iIHFAa4Qb4Q,xp9-HFOcV93zdQxNuH5dUw,4,61820
133,4,pk_BiLpgEQw_l-KBHOci-w,y2V42mxWvVoH4NvUT_n8eg,2,61820
134,10,Domu2KRDXadFkpsiUDEA8A,PiD4hteskHnFC4GowN34cw,5,61821
135,9,Zjpr7433UuFhN6NLh_bmUQ,rMudAMuRcmg3ZO1QeNoNCA,1,61802
136,9,2g-huKb0Q58EIqBlrpt86Q,aELkI0mfF1EbQo_m44vEKg,3,61822
137,1,wTNIFJ3NXSvLoPlKPaWVow,d_Wm9CpzIo_0T-XLfq1UcA,3,61820
138,0,VyZldifbBwXCC0g2tq7L7w,9MnbQg7kfb_WgxoV0hXKSQ,5,61801
139,1,DCQTxUK5HLnZi52__3O5sw,_n5wggIEfBzCUepjgvHXAQ,1,61820
140,0,Cd5LRIc61OqWICXwzk8e3g,FsnwQwatA43aeGhJlxQ_Kg,5,61820
141,2,b-v0kiRnyLeQ05qTBcGQIQ,o13eH93qmWVNFZogkjhd9w,3,61801
142,0,SzJE0nBFEmn-lF-d9iopwQ,6d82R41sVNDVS0I-c1Ghkg,1,61822
143,3,TcuPel_cKpFKdB1r2bZ9eQ,T58EFOGQQiIDueXROPf0qg,5,61802
144,0,ctYv4Glpiflj2VzVQj6w-g,zPPw_vUatLmvnRpW1OoX6w,3,61820
145,1,LsVNK0KtojklXP4WL_FnJA,tTyFInKm8AY0cY5ujtXZHA,5,61801
146,4,vAyKLISqvpJaLZ_1m8hq2A,bkh5o6bCzDCovSkRYBsU1w,4,61822
147,9,JylGk1vWq-qOvvdFkW8CMA,pMiz7SP82Tknv1NbVqoSfg,5,61820
148,2,4FykUP6tvxrBq730AzlZsA,gnqHyA6gY2-m9S-FKt6Xqw,5,61820
149,35,B8WruADju0mx5FlkLfYYfw,6gAAEQxKNlmpuLz0ZmKx5Q,5,61802
150,1,IUTgCDuiIh0jctyRm_oPzg,9MnbQg7kfb_WgxoV0hXKSQ,3,61801
151,1,mAbnow6mYnmgKDI_ewD-jg,o80p16nM5CWbl22JP1nB-w,5,61801
152,74,pFRE2mNCQvx9DUU542c6Dw,KWZqC7vfWpqlxnf0nD7QHQ,5,61820
153,11,Dm4y_GMFz3yUb01RNW-vXw,qaS11gk1kIlrzCX1LYiZsw,3,61822
154,15,QZRJE2h50B3V5YwqkPqhkA,YRaz-XCqW0gxrvvu8h87bw,4,61821
155,7,WH71DZ0-VHvwGUu1j_SONw,th4pZ5LkoIIkb1Vmu_m2DA,3,61820
156,0,21RDrwQamUEyZvlBWOIQ0w,-zEpEmDfFQL-ph0N3BDlXA,5,61820
157,16,6IAvTNMpMwa5dAQ_k6au7A,CDm96_A5GagulRKa5zadfQ,4,61820
158,2,I4cfBoRWEhB90HBdjh8z5Q,JXuZErpQIO9JlkzJ13kJHQ,3,61820
159,15,8f9m9EdA6M5Jr-sqdPrc5A,44pzzXXYBtbC0QxHFosagw,5,61820
160,0,zzdS5m1LI0-qY7DAdGWMKg,hDhC_DgEIKK5D961doKOXQ,1,61801
161,16,sz0FdhdPhHVQaqBoECyMSA,a39B-BfbCipNkNH7vwCfug,1,61820
162,3,k42cqNGOoiwt6G_ObeL06A,HAgPykErkXpPJlwOHbY01Q,5,61801
163,2,nvi3J1p9zi_drg6jhEFoYQ,leoEzfEj27czYZEgBJdK5w,5,61822
164,0,EYJ5p3uzzxx1lQhqV9goSg,sx3tm6DjXNWUSITyKeDHRw,1,61821
165,0,kgxGgeAr3uHDG-LzD30nVQ,Frbldz6phswVyMNvwherhA,1,61821
166,2,WH71DZ0-VHvwGUu1j_SONw,iZleRh4SOtf4GquA5L8WXw,3,61801
167,28,z_9oeZ5aN8g8AzPNENht8w,NFUINoS0tUsp3qy7wLIB1A,4,61820
168,8,XmE5YJ35AIZBgC33tZXiNA,lWmDrnqgU6w3gFaJyn_1Uw,2,61820
169,1,UgolKvzsn6I6SXhSiqm8dA,l4x5FFzfiCFrGN0S-uZbBQ,4,61820
170,13,z0qJcsQx4rg85irmIIb-jQ,aANR9KZfeCMVF6kMls58Sw,4,61820
171,6,XBa0L-RUYt0aqyFZypLphw,RWd83o4drIOE60W1meaESA,4,61801
172,0,nxUce9oJLlA6oa108h0WHQ,Z5IyqfTukNu5nSEkKMcBGg,1,61820
173,11,fRB-equxbeqWPhNmC6afJA,24UHe1SZ4cgm6u6bU_L6xA,5,61820
174,0,_m4ZrIItH7bnYPJ3E7_qdQ,w9h-pTp1K6JMos-xzl3Wyw,1,61801
175,1,ZUgz9De5NKYhwVcSr6PIkQ,ezFZVzNCtPdFATNGzCumjw,4,61821
176,4,MTIfzQiImPs50Xyry0LNTw,4SGa5HFu7Q4rrsAAWJa-ew,3,61821
177,1,SaiTHX_eb3mRy_26rU62tA,mofOjB6flg-eAWOFbOkHfQ,1,61822
178,8,MTIfzQiImPs50Xyry0LNTw,uzpdcxvlKx5BuoWU3NRHbA,4,61822
179,23,NpoGo7sRnmL8rJi0LJBysg,WDTzX_C2CbAwxBbqm-od6g,3,61820
180,5,yaBIVHDxaUBN2YHQ8-YiuQ,u8C8pRvaHXg3PgDrsUHJHQ,4,61820
181,23,jOysrKVZvJDSZgYU-D72ww,5jXwI9WpDxGDmzmkmE0RTg,4,61822
182,14,Rf9LV9Ha8OYkRQCFYjxLNA,EYmj4QlhqgrsMXnLeGLu3Q,4,61822
183,25,ds-C9AXGATTmvsCEWCqmZg,X57f6FWZiwI1wOidPPhOrQ,4,61820
184,0,-yTy5iUtQhxSDXsORwaJlg,mvhokWwVKgfE-koLlc4VEw,5,61820
185,1,PcJEJZOE4lpnVVCyJo-9TQ,0-WocGTpO3Zm4q1Zzz49Rw,4,61820
186,0,eVT5xxjHr60cI-m7bc6WKg,PmVxbit6HDDsEUS-j9aDfg,1,61822
187,4,HXxhqWLbeylzCrScTvI1Kw,PBmfdx-tC2D54FI3HtcKww,2,61820
188,1,967tKhYtj5u1KMmJG_fyyg,_TWp4gqGF7tQUGloTClcNg,4,61820
189,1,4x-31I4lu5tIF4S3dpNaHA,w5Y_FiGPSlPemJVxAZZToQ,5,61803
190,0,sU9EcRZWGjyajLllPB9MAw,HpYmkJUqmW2Hm16Xx12Y0w,4,61802
191,7,gGB7eEd3BPxS0T0qDUHqhw,rNbAIbTn0zN8yNk0IV7dfQ,5,61820
192,23,gF37cxBOnIi3ZoC6FKmu-Q,ie3nXtDTyHhJchMuYh_WXQ,3,61820
193,0,GHU16PRyBtq4KwjXs6Zyfw,-zEpEmDfFQL-ph0N3BDlXA,5,61820
194,5,f4EYhOr4wpBy2cGdZIUJuA,RWd83o4drIOE60W1meaESA,5,61801
195,0,rasY7fu6LofQwsYCWPIUeQ,VIJ2KiDKhUVhhpNylEIfog,4,61820
196,1,QehMW7YNxEBhyKDBsPi7Dg,aKiE0aZ6vGyOlH-uVOHONw,5,61820
197,3,5gLamv0DlFj9-4QdnbWeoA,KedpWqBphmRopwBd7trzFw,2,61820
198,2,sRu0KkiYLiFVkJVIEL8fbg,-fiUXzkxRfbHY9TKWwuptw,4,61820
199,10,orf-rH5zOeQNNnkLKFDcWQ,jKxES7iLV63H_PfyGVGIDw,5,61820
200,4,ww61rSSpRlQSBlBI0vqGLg,kUICYu0N_TbtCz0Z8ynPFw,2,61820
201,0,A_5jclsvyvhXLRAGePC8Tw,0-WocGTpO3Zm4q1Zzz49Rw,4,61820
202,2,l_uh-MwztthPaGCHY-eQBg,PmVxbit6HDDsEUS-j9aDfg,3,61822
203,1,83wWxCmDmdKHT0_8NQ7uHA,Kws-gPJjF4RxLxJE_2BjKQ,5,61820
204,3,GNAOUCr3YGvdKAYLO1bI8A,vt2NMSbKpVN0r0HI6Az4bw,4,61801
205,7,GX8EMOCuyVDXJ4dFtgGULQ,SnL1Fou0_JMlhULRky32Og,4,61820
206,6,-0e6xyw_4zyg-2YtqSlS_g,jK8PNNtv4RI6m-xd-tGjPQ,3,61820
207,4,nzgRBmR-tBl9UN92IB_1vA,9MnbQg7kfb_WgxoV0hXKSQ,5,61801
208,1,nnkUXxnL47FaiDNlpRjJ3w,xp9-HFOcV93zdQxNuH5dUw,4,61820
209,0,elARPztBdCPWPDI2tdBLvg,t_yiQnxUDdPPCN2z4QyezA,4,61820
210,3,UOyiHUWzTl-zXejc1anM0w,0grgvnq4GgoY-estWytUhg,5,61801
211,0,JoL5xTBdQWe4B4tOcYBnjA,8TnEzVYiQrBH7FDKya3RZQ,5,61801
212,1,4kIwuY_p7ftj70y6bvcgag,Y8CW9v9iMzWbt1VA1EypHA,4,61820
213,0,rwx6UVjm8efnIroz8e_FSw,SoEim3PnWJ-M6eK60Ul5tQ,4,61822
214,23,qEK_1yK05r5YB0EXvWET5w,jK8PNNtv4RI6m-xd-tGjPQ,4,61820
215,4,0xqHY84DToLNO-vSQb7DVA,hvPPw19VdGRsOEkxgyD7tg,4,61821
216,0,gxRw9c2lvijXBNhKU5i7_g,PmVxbit6HDDsEUS-j9aDfg,3,61822
217,1,TZXyHPSgTxVycyDaGKDahQ,n5BamLQ8MgLL2gdcPt3SXA,5,61822
218,2,OHH18hww_n6etjhWmHrd7A,-Jhlh8Scjy669NdtCfKSSg,3,61820
219,3,JGmgntglcMCXpK5I-INd3w,-5NXoZeGBdx3Bdk70tuyCw,4,61801
220,1,cmUbRWtaP_dE8Jmt6uKPGg,uUXQxz_JTsl1z9Vr3Ot_Lw,5,61820
221,5,5qaKHApPQtpzD15S5_wWbQ,L2c-qKZWumCmOCR-dqBLrg,4,61820
222,13,3XVuj_JFPC0_3LiuI21OwA,UiyjUa8CQmygujhe-ZYlsw,5,61822
223,9,8c53BdBWPcbioN3WZJWdCA,s173l3ubdDLHeFIBO3ydrw,3,61821
224,28,VVimjPD7f8O5D1fhy5vSpw,2wNI-81CncuC21xr92anTA,3,61801
225,0,Vi9oekpe71W9Ji4j5Ju8Yw,9MnbQg7kfb_WgxoV0hXKSQ,4,61801
226,14,qJCuhlCmOuywVHhijygdbg,w5Y_FiGPSlPemJVxAZZToQ,3,61803
227,6,aVzgBapIdaAvXjm9t-suNQ,Y-rCSbMqXWk54bKRAIoyUQ,4,61801
228,2,SADM8dCUog0oGG8aYiy9pQ,oWQwUw8xfQgi1nVNKgS6vA,1,61801
229,5,5F_ASUSCHFf3YotkKioZ5w,D6SCh4BwNb52wZIqXdS4JQ,4,61820
230,5,XfDTZ59pisUJUD3l-tb4pA,80zO6vFXIvhp4WDprnzBug,5,61821
231,7,15dPwvoD2RjGEEbk6mowdw,6d82R41sVNDVS0I-c1Ghkg,4,61822
232,3,U1Q5J5i0fgWz3xr_ia43Kw,lWmDrnqgU6w3gFaJyn_1Uw,4,61820
233,1,c0ewSZTOLAXPi0j1eCmSgw,X57f6FWZiwI1wOidPPhOrQ,5,61820
234,2,2cKSfJFlC_pK8TFAcvKbRw,NLIU2uxkEgFxzUf5sBs_aw,4,61802
235,0,GWBO0Hpi9w1WB3Fgz_o8ZQ,tQaIWc9qeiB1IU163LKlAw,1,61820
236,0,6SiuhQKLVbdLq8ElGnEL_A,5_cn7M-9swHrFbnqZtYGBQ,4,61820
237,0,U0E58GchqgJX7tpeSBIPgg,-fiUXzkxRfbHY9TKWwuptw,5,61820
238,2,7Kjl3m_KTdx6p-wc3EuW_A,u02xse4VO7lkyF4r7ARNdw,1,61820
239,0,Hp99O9EHtTLPJ_3S5dpl5g,aqTdhZDTSjA42_Uh2E6V7A,5,61822
240,14,GxkY7BqazkQu6I9HBDpbqQ,ViJjcvNH_Up1mXZ5NieApg,4,61820
241,36,4_sCBkSvKtx06IM68aawHQ,oD1PPb-TfMIkkg77u1zCAw,5,61820
242,3,pShpcvLUDHRsQ5LUhA0bEA,TEXUVhF-G_v2Sxwqti8HQA,4,61820
243,1,OqwZNJy28iOEZ7baN2ijow,t0f8qXrKGNWv6j8MGmosRg,3,61801
244,19,q6UCOzZHK3L4gpxgwM2V_w,z2s_fuJZzaSNgL3XW8fclQ,3,61821
245,19,gF37cxBOnIi3ZoC6FKmu-Q,PTQVaWA-I5ZLzwy5oBbVMg,4,61821
246,25,q6UCOzZHK3L4gpxgwM2V_w,t0HT9od2xZ0Fc5a0PFB2BQ,1,61820
247,5,yrrK5TM5c7XjTPe78DYmcw,ibNJlVohvO-wquv50Umf3w,5,61802
248,1,JE2Xdmc4XPCh_i-KHJA7nA,Epr8Ft7LwYAzotFwxQX6uw,5,61820
249,2,bHiaxDd_fzMqoOWFropMLg,w5Y_FiGPSlPemJVxAZZToQ,1,61803
250,0,e3EVeHXokkFc5Xs-Rqfqcw,PmVxbit6HDDsEUS-j9aDfg,4,61822
251,2,VQKHUfAhPJ5wmNthq62mfQ,o13eH93qmWVNFZogkjhd9w,2,61801
252,3,DExcV_0WRXqjWnFw9h1jUA,kKCwp86xU9XKRnAALQDhrw,2,61801
253,0,j9srbFB9aG39CfXxmPNxvw,cMKaFzoWF4CI0KFAs3cI7w,5,61821
254,16,VczZovQOwrMYSb1ljHgwJA,16LCSpOdfoxGpQFZTVr5hg,1,61821
255,1,G0SsIgR8ldfuUznY6j6--w,oYMsq2Xvzw6UbrIlMWjb-A,1,61820
256,0,NIIsGSoZl47NhKIZPJI_uQ,u02xse4VO7lkyF4r7ARNdw,1,61820
257,3,YB6Od7bQtIulJe4M7I1vkQ,1hSGeXz8tCMvi7tBkP4CTg,1,61822
258,22,D7vqQ2D1mmj_1EV1lNXsnQ,GKQWjnloUthLFGsSsrpZUw,5,61801
